satellite_a,satellite_b,norad_a,norad_b,distance_km,relative_speed_km_s,time_to_cpa_seconds,minimum_distance_km,risk,risk_score
GLOBALSTAR 2-R OBJECT C,GLOBALSTAR 2-R OBJECT F,100327,100330,152.80812007982303,0.162774288888197,0.0,152.80812007982303,LOW,10
STARLINK-38227,STARLINK-38252,100193,100254,2128.7269173635214,14.814034165341912,143.32412348714408,153.1800096644246,LOW,10
STARLINK-38228,STARLINK-38196,100192,100200,154.13198038588237,0.1756786251224686,0.0,154.13198038588237,LOW,10
STARLINK-38198,STARLINK-38176,100160,100189,4729.885507337224,14.21231862250209,332.61814847015137,157.12093334225838,LOW,10
STARLINK-38182,STARLINK-38196,100148,100200,8673.04299532179,11.499700156746076,754.066160787347,161.74029578265137,LOW,10
GLOBALSTAR 2-R OBJECT D,GLOBALSTAR 2-R OBJECT G,100328,100331,162.6460481958775,0.17325558758879778,0.0,162.6460481958775,LOW,10
STARLINK-38121,ELECTRON R/B,100156,100245,3520.370501925873,7.812438678674976,450.10104940581033,167.4276208442401,LOW,10
STARLINK-38127,STARLINK-38218,100155,100195,2436.301597964018,14.938586571907548,162.6929773997169,169.428787249008,LOW,10
STARLINK-38184,STARLINK-38148,100180,100199,174.06162318117006,0.19871983675388658,127.89674941665686,172.19609422178817,LOW,10
STARLINK-38227,STARLINK-38266,100193,100255,2047.8039950634097,14.826836594665684,137.6245292622312,172.372778496943,LOW,10
PESSOA,STARLINK-38178,100139,100201,8475.114926190692,8.740107593224034,969.4798248067884,172.56182719853092,LOW,10
GLOBALSTAR 2-R OBJECT E,GLOBALSTAR 2-R OBJECT H,100329,100332,173.9100338580544,0.1852064921765943,0.0,173.9100338580544,LOW,10
STARLINK-38095,ELECTRON KICK STAGE R/B,100179,100244,9118.289562326976,7.33122856489943,1243.5217006908829,178.52145817990146,LOW,10
HULIANWANG DIGUI-185,STARLINK-37947,100210,100261,7538.688507499659,5.095558582140774,1479.0395979995121,180.26648441254883,LOW,10
STARLINK-38118,STARLINK-38232,100108,100260,1017.9247898250545,3.122396640618932,320.71823899854655,182.6192400457334,LOW,10
STARLINK-38227,STARLINK-38259,100193,100252,3549.4582132414316,14.454763127213367,245.22002432232316,185.69631963306975,LOW,10
GLOBALSTAR 2-R OBJECT A,GLOBALSTAR 2-R OBJECT E,100325,100329,190.10167401797017,0.20233242471598903,0.0,190.10167401797017,LOW,10
STARLINK-38182,STARLINK-38228,100148,100192,8547.69244610282,11.619771146336033,735.4245415641182,195.13158777212877,LOW,10
STARLINK-38113,STARLINK-38218,100112,100195,12154.087304414219,6.224456407519823,1952.3729713454409,198.85467422880532,LOW,10
STARLINK-38228,STARLINK-38243,100192,100253,3267.2401830599447,14.540298484084392,224.28556403265648,198.92118823044993,LOW,10
STARLINK-37864,STARLINK-38095,100107,100179,7473.369470912189,12.633092290576178,591.3611815175673,198.9678495811958,LOW,10
STARLINK-37864,STARLINK-38224,100107,100197,9288.550734021192,10.941585404302863,848.7179473131129,203.561701271547,LOW,10
STARLINK-38162,STARLINK-38225,100159,100194,11909.891129095991,6.705894231897362,1775.7732925669843,203.76648437634785,LOW,10
GLOBALSTAR 2-R OBJECT C,GLOBALSTAR 2-R OBJECT G,100327,100331,208.8853122466141,0.2224749244348941,0.0,208.8853122466141,LOW,10
STARLINK-38217,STARLINK-38187,100170,100259,518.4788159346409,1.206319760558731,393.12397474713305,209.57847333994783,LOW,10
STARLINK-38219,STARLINK-38279,100215,100262,258.4007007892837,1.03313992810172,145.43090865357104,210.22777141917626,LOW,10
GLOBALSTAR 2-R OBJECT B,GLOBALSTAR 2-R OBJECT F,100326,100330,211.24117515791062,0.2249757102201526,0.0,211.24117515791062,LOW,10
STARLINK-38164,ELECTRON R/B,100224,100245,4884.187633740204,5.590558804237641,872.8246706933369,212.15754887934833,LOW,10
GLOBALSTAR 2-R OBJECT D,GLOBALSTAR 2-R OBJECT H,100328,100332,217.43568905756703,0.23158229230651273,0.0,217.43568905756703,LOW,10
STARLINK-38111,STARLINK-38165,100152,100191,7923.469142883216,12.187196331328154,649.9007061968164,218.0775169514803,LOW,10
QPS-SAR-13 (MIKURA-I),ELECTRON KICK STAGE R/B,100243,100244,218.95327009574635,0.23811420293634775,7.33276161184958,218.94630814081862,LOW,10
STARLINK-38097,STARLINK-38172,100163,100214,219.91410452965223,2.3343940816227984,0.0,219.91410452965223,LOW,10
STARLINK-38112,STARLINK-38148,100181,100199,221.39045341673636,0.2526050063044509,0.0,221.39045341673636,LOW,10
STARLINK-38149,STARLINK-38254,100169,100222,1053.8991106239607,2.014714419460562,511.4162118627762,221.50963349181998,LOW,10
STARLINK-38218,STARLINK-38266,100195,100255,378.41743985763617,15.010372273350868,20.269067207943415,225.01995809663876,LOW,10
STARLINK-38062,STARLINK-38242,100117,100266,227.68076433973638,3.309665360743885,0.0,227.68076433973638,LOW,10
STARLINK-38165,STARLINK-38167,100191,100257,4300.1654269094815,14.18362784604769,302.74224652950073,230.4986324685089,LOW,10
STARLINK-38197,STARLINK-38140,100171,100182,12537.161383129776,4.98840400238103,2512.817569811384,235.50697648920436,LOW,10
STARLINK-38196,STARLINK-38243,100200,100253,3417.6271300847116,14.488282976123875,235.3215444408977,236.92168636808688,LOW,10
STARLINK-38218,STARLINK-38252,100195,100254,458.95453180308533,15.011137862215277,25.892760223380783,244.06409098174984,LOW,10
STARLINK-38192,STARLINK-38227,100158,100193,5441.505435046165,13.860537326908018,392.1818005779511,248.01390118101367,LOW,10
STARLINK-38096,STARLINK-38227,100119,100193,13251.53261390504,1.4401891688158375,9199.587364636844,251.48511863885096,LOW,10
STARLINK-38174,STARLINK-38137,100104,100198,9855.131226523634,10.26848464614942,959.4301005286618,252.60791325330692,LOW,10
GLOBALSTAR 2-R OBJECT A,GLOBALSTAR 2-R OBJECT F,100325,100330,253.1319464149694,0.26949676596293703,0.0,253.1319464149694,LOW,10
2026-170B,STARLINK-38079,100144,100165,421.85669952467015,3.3736204830674428,99.1877617489486,256.8876847858159,LOW,10
GLOBALSTAR 2-R OBJECT C,GLOBALSTAR 2-R OBJECT H,100327,100332,263.67229293271333,0.2807986755614545,0.0,263.67229293271333,LOW,10
STARLINK-38160,STARLINK-38144,100121,100256,1590.5632495113393,2.803280552826273,559.5300880729827,263.8883132170613,LOW,10
2026-168A,2026-168B,100129,100130,266.3937174919211,0.2918719254624187,0.0,266.3937174919211,LOW,10
GLOBALSTAR 2-R OBJECT B,GLOBALSTAR 2-R OBJECT G,100326,100331,267.3149296876822,0.2846734443171736,0.0,267.3149296876822,LOW,10
STARLINK-38223,STARLINK-38259,100190,100252,5319.781172730994,13.722588437754405,387.16316933062404,270.8671289400181,LOW,10
STARLINK-38192,2026-178A,100158,100237,4493.894482609282,2.363166598189366,1898.0527956520823,275.93510670353146,LOW,10
STARLINK-38135,STARLINK-38195,100122,100196,9517.494905287247,10.67800437675087,890.935808512992,278.59734256968125,LOW,10
STARLINK-38173,STARLINK-38130,100151,100187,4534.558300679029,14.308549021207492,316.3095670452087,279.5855053646115,LOW,10
STARLINK-38113,2026-170D,100112,100146,284.469851514505,1.3627030056359906,0.0,284.469851514505,LOW,10
STARLINK-38189,STARLINK-38190,100213,100219,294.39745858273216,0.33782462614491293,67.78392081724542,293.50552952212223,LOW,10
STARLINK-38162,STARLINK-38159,100159,100186,12382.396822327924,5.432869261189696,2278.503964300401,297.84446694005584,LOW,10
STARLINK-38199,STARLINK-38212,100218,100267,298.73040836524905,1.0327556497773118,0.0,298.73040836524905,LOW,10
STARLINK-38030,STARLINK-38254,100118,100222,2021.045682217537,3.6887802804365086,541.8469079963514,299.34485236251663,LOW,10
STARLINK-37740,STARLINK-38259,100102,100252,2363.490268125619,1.9509669240633107,1201.5335349438021,301.72302180901346,LOW,10
YINLI-1 R/B,STARLINK-38142,100138,100183,9112.162929598497,8.030664166724359,1134.0477016051657,302.0239463695183,LOW,10
STARLINK-37712,STARLINK-38224,100109,100197,10809.80271275891,8.9270742010697,1210.4155520576323,306.04691015507046,LOW,10
STARLINK-38219,STARLINK-38157,100215,100263,323.8571369648357,1.0676955356233289,95.30713837922171,307.454955771218,LOW,10
STARLINK-38118,STARLINK-37947,100108,100261,949.3949546854531,3.171656314386843,283.1302132171947,308.15845834365234,LOW,10
GLOBALSTAR 2-R OBJECT A,GLOBALSTAR 2-R OBJECT G,100325,100331,309.2025870765874,0.3291910613867335,0.0,309.2025870765874,LOW,10
STARLINK-38228,STARLINK-38252,100192,100254,2801.3256668286117,14.671529367340769,189.76026270218497,310.4215451087461,LOW,10
STARLINK-37717,SPACEMOBILE-012,100226,100241,883.2934011380942,5.985066702073725,137.75321963187477,316.96892624069966,LOW,10
STARLINK-38177,STARLINK-38139,100234,100236,317.7084016323931,0.3654680043622602,28.613067977954245,317.536259747943,LOW,10
STARLINK-38160,STARLINK-38154,100121,100258,1503.3973289535695,2.8728459557815156,511.41954562071913,318.6973321442027,LOW,10
GLOBALSTAR 2-R OBJECT B,GLOBALSTAR 2-R OBJECT H,100326,100332,322.09777267272426,0.34299230812260134,0.0,322.09777267272426,LOW,10
STARLINK-38182,STARLINK-38227,100148,100193,8017.615230338356,12.111115306445479,661.4637518320477,324.05441396032654,LOW,10
STARLINK-38113,STARLINK-38195,100112,100196,11244.78831246049,8.17567074121417,1374.8198641104857,325.55888047801693,LOW,10
2026-170A,STARLINK-38079,100143,100165,459.4014218929432,3.384750892702131,94.9418349001749,328.3001328007347,LOW,10
STARLINK-38228,STARLINK-38266,100192,100255,2722.454610486843,14.689517687010973,183.97170068385157,329.38290857790355,LOW,10
STARLINK-38241,STARLINK-38126,100225,100235,332.5842733836679,0.3811776408834368,0.0,332.5842733836679,LOW,10
STARLINK-38199,STARLINK-38129,100218,100268,332.96807103452454,1.0303002841433822,0.0,332.96807103452454,LOW,10
STARLINK-38132,STARLINK-38251,100154,100229,336.4000676871488,2.3403664885330326,0.0,336.4000676871488,LOW,10
STARLINK-38173,STARLINK-38224,100151,100197,981.4685304586592,15.187099628110639,60.69643732727462,336.9866452045184,LOW,10
STARLINK-38217,STARLINK-38154,100170,100258,610.3494785052634,1.2208918713739227,416.11170691283473,338.2819034453277,LOW,10
STARLINK-38095,HULIANWANG DIGUI-183,100179,100208,9217.759274443388,5.509509602646927,1671.9236866305107,340.1903919354939,LOW,10
STARLINK-38241,ELECTRON R/B,100225,100245,4711.841769631115,5.762609970311944,815.5132781304434,341.0191937185333,LOW,10
STARLINK-38165,STARLINK-38243,100191,100253,3847.659583024306,14.357861525133586,266.9222012043008,341.9783767678698,LOW,10
STARLINK-38222,STARLINK-38224,100101,100197,8521.062382326125,11.734604628150572,725.5577726675051,343.5596216598501,LOW,10
STARLINK-38175,STARLINK-38167,100161,100257,897.038139213814,0.9078073718050624,912.3421527041879,344.5445497444755,LOW,10
STARLINK-38111,STARLINK-38218,100152,100195,5295.41782756215,13.944319876660341,378.94859090218785,344.8011067406076,LOW,10
STARLINK-38196,STARLINK-38252,100200,100254,2953.4878794047845,14.625992090790282,200.52765881178954,347.9865998396228,LOW,10
STARLINK-38175,STARLINK-38218,100161,100195,1330.1298853470494,15.126102709391795,84.76874168825769,353.77338157209255,LOW,10
STARLINK-38111,STARLINK-38223,100152,100190,8416.152866906727,11.750278773288578,715.6140700740505,354.94375158659005,LOW,10
STARLINK-38218,STARLINK-38243,100195,100253,946.9522289791679,14.98793254534216,58.568075580375144,355.190741181384,LOW,10
STARLINK-38226,GLOBALSTAR 2-R OBJECT H,100217,100332,495.07037542160896,8.612074450090995,39.77837940629425,357.4038067767755,LOW,10
STARLINK-38097,STARLINK-38263,100163,100264,361.24274228231997,1.373687579830916,26.547964399707134,359.39721675572224,LOW,10
STARLINK-38130,STARLINK-38249,100187,100221,1560.4928048311326,14.704141920820135,103.24958032070678,360.8562526259487,LOW,10
STARLINK-38226,GLOBALSTAR 2-R OBJECT G,100217,100331,517.106374146523,8.610575019709623,43.00021062048337,360.98351375978984,LOW,10
GLOBALSTAR 2-R OBJECT A,GLOBALSTAR 2-R OBJECT H,100325,100332,363.9819043763268,0.38750604689833823,0.0,363.9819043763268,LOW,10
STARLINK-38214,STARLINK-38198,100103,100160,1753.2826169157383,0.4363391398063055,3930.4032473541833,364.4357920776771,LOW,10
STARLINK-38196,STARLINK-38266,100200,100255,2874.922180910532,14.645110679638673,194.70308991067935,366.63351003423844,LOW,10
STARLINK-37717,SPACEMOBILE-011,100226,100242,707.7898089779658,6.028929215652899,100.38796935006677,366.9614239892861,LOW,10
STARLINK-38135,ELECTRON R/B,100122,100245,2286.8679059799697,9.362868237155404,241.04438418794322,369.21135990365883,LOW,10
STARLINK-38140,STARLINK-38189,100182,100213,8822.024092979083,10.816985653244465,814.8565243101235,369.29310256005635,LOW,10
STARLINK-38192,STARLINK-38195,100158,100196,1941.9048541267541,15.049374672140218,126.67157793770865,370.0106471287426,LOW,10
STARLINK-38226,GLOBALSTAR 2-R OBJECT F,100217,100330,544.1356374749639,8.608699940526988,46.28569373435362,370.558362704479,LOW,10
STARLINK-38227,STARLINK-38144,100193,100256,1218.0916880519749,14.957857544938983,77.54780123867984,371.8410436750317,LOW,10
STARLINK-38175,STARLINK-38243,100161,100253,871.6636661356359,0.9445338875570025,833.9796582592019,373.2177926625451,LOW,10
STARLINK-38192,STARLINK-38228,100158,100192,6061.231230924002,13.524260206735581,447.3096224279937,376.4172186089953,LOW,10
STARLINK-38179,STARLINK-38129,100150,100268,378.8906795059471,1.2953898198067444,0.0,378.8906795059471,LOW,10
STARLINK-37712,STARLINK-38176,100109,100189,12096.067748384121,6.4074194931398925,1886.8916287778325,379.7195773100058,LOW,10
STARLINK-38072,STARLINK-38219,100113,100215,684.0935592179574,4.27566132658408,132.9140286684287,380.8206503984845,LOW,10
STARLINK-38140,STARLINK-37717,100182,100226,10029.063399045323,9.33705222173541,1073.3309769771065,383.003979825333,LOW,10
STARLINK-38223,STARLINK-38167,100190,100257,4882.9338849313735,13.940630694891624,349.182118978667,383.90342461761253,LOW,10
STARLINK-38118,HULIANWANG DIGUI-184,100108,100209,8969.519483066973,6.0692785300566845,1476.5016198775347,383.91349884683774,LOW,10
STARLINK-38226,GLOBALSTAR 2-R OBJECT E,100217,100329,579.1826701936423,8.607178392584704,49.982512460611886,387.7799594352563,LOW,10
2026-170C,2026-170D,100145,100146,389.7173437950576,0.4266313415530676,0.0,389.7173437950576,LOW,10
STARLINK-38184,STARLINK-38112,100180,100181,393.4480389321853,0.4511342776869191,0.14261648558170262,393.448033671604,LOW,10
STARLINK-38098,STARLINK-38176,100164,100189,1534.2483256529845,15.11583189323077,98.05789864757513,396.1336891928185,LOW,10
STARLINK-38226,GLOBALSTAR 2-R OBJECT D,100217,100328,605.9333808678499,8.606594715826924,52.55010230675293,403.23738145555467,LOW,10
2026-170E,ELECTRON R/B,100147,100245,1281.989994729473,10.21925995683971,119.05027761379088,404.1891048379361,LOW,10
HULIANWANG DIGUI-186,STARLINK-38280,100211,100265,5801.268668809804,7.1964518154037656,804.1504104118919,406.2088631311092,LOW,10
STARLINK-38072,STARLINK-38263,100113,100264,497.8558853137014,3.334390822530007,86.29931013682388,406.2722994029957,LOW,10
STARLINK-38192,STARLINK-38196,100158,100200,6204.207372706183,13.436745952197064,460.73428797587627,408.1190307882938,LOW,10
STARLINK-38072,STARLINK-38130,100113,100187,13201.553052770025,2.0895674844801557,6314.756808773303,412.38561755338594,LOW,10
STARLINK-38098,STARLINK-38226,100164,100217,1537.9565553567472,1.5985496179688803,925.3948799211685,420.72859601823603,LOW,10
STARLINK-38096,STARLINK-38238,100119,100223,828.7949697532134,4.282114573313126,166.61009544496943,421.78128081496595,LOW,10
STARLINK-38226,GLOBALSTAR 2-R OBJECT C,100217,100327,636.1135853873789,8.605685206872325,55.25488367913648,422.5333229591671,LOW,10
STARLINK-38141,STARLINK-38190,100188,100219,6644.94108529564,12.705732166054078,521.9202227591077,424.3352317056761,LOW,10
2026-170A,STARLINK-37721,100143,100220,438.1373489342305,5.61105124793114,15.029888210036567,429.9444171789508,LOW,10
STARLINK-38222,STARLINK-38104,100101,100185,4060.0317166308596,14.545517456378676,277.55109329777287,430.6798667624583,LOW,10
STARLINK-38164,STARLINK-38241,100224,100225,431.19107625865234,0.4965857460169198,0.0,431.19107625865234,LOW,10
STARLINK-38081,STARLINK-38144,100153,100256,737.0173839694457,1.1558249400050138,516.8763596406656,431.60822019047464,LOW,10
STARLINK-38172,STARLINK-38242,100214,100266,435.36025790930984,1.1270195026236973,0.0,435.36025790930984,LOW,10
STARLINK-38191,STARLINK-38246,100246,100247,437.41903170645065,0.5028970646243426,0.47589986607937407,437.41896623352795,LOW,10
STARLINK-38044,STARLINK-38198,100115,100160,1735.5857106619924,0.4352981307118451,3858.232885328381,437.7207319209034,LOW,10
PESSOA,STARLINK-38154,100139,100258,4825.760024087204,8.633004933530273,556.6299970501093,442.93505244129756,LOW,10
STARLINK-38161,STARLINK-38137,100106,100198,6594.640256029736,13.280490890290771,495.4437586083562,443.114012665281,LOW,10
STARLINK-38142,2026-178A,100183,100237,9524.157331723169,8.531309270948842,1115.1430713970065,447.67068872516245,LOW,10
CZ-6A DEB,STARLINK-37717,100175,100226,5141.038700659764,5.351711101535785,956.9763731220963,448.2357954138547,LOW,10
STARLINK-38141,STARLINK-38249,100188,100221,4180.425811129227,14.020132406533346,296.4492814097385,448.8629266583765,LOW,10
STARLINK-38226,GLOBALSTAR 2-R OBJECT B,100217,100326,676.5963883973191,8.604388732069106,58.665545280903494,450.531526706496,LOW,10
2026-168C,2026-168E,100131,100133,451.58611333515165,0.4950108012589571,0.0,451.58611333515165,LOW,10
STARLINK-38165,STARLINK-38252,100191,100254,3390.9535347988653,14.515113263110411,231.5277993890253,452.3079181256968,LOW,10
STARLINK-38053,STARLINK-37832,100230,100231,454.24907398879446,0.5219432745303341,0.0,454.24907398879446,LOW,10
STARLINK-38062,STARLINK-38172,100117,100214,455.7183787960295,4.322324570256367,0.0,455.7183787960295,LOW,10
STARLINK-38165,STARLINK-38196,100191,100200,457.2277793859365,0.523080943853245,45.86003591710299,456.5980656861205,LOW,10
2026-168E,2026-178B,100133,100238,456.90682937711506,0.9033835300172385,0.0,456.90682937711506,LOW,10
2026-168C,2026-178B,100131,100238,457.51390305079434,0.9261809795488868,0.0,457.51390305079434,LOW,10
PESSOA,STARLINK-38232,100139,100260,4233.375999753815,9.002704363462223,467.4636984580922,458.8315051960211,LOW,10
STARLINK-38072,ELECTRON KICK STAGE R/B,100113,100244,7891.018693723598,5.041388808862983,1562.5794836390783,460.4948947576693,LOW,10
CZ-6A DEB,STARLINK-38141,100175,100188,8426.33485469566,11.521803407792367,730.2434152741723,460.8870026355807,LOW,10
STARLINK-38179,STARLINK-38255,100150,100269,461.33621168924736,1.3020828188415858,0.0,461.33621168924736,LOW,10
STARLINK-38218,STARLINK-38167,100195,100257,1437.8931611147862,14.945513445758747,91.02786827707246,465.4998917100035,LOW,10
STARLINK-38140,STARLINK-38190,100182,100219,8626.707484413539,11.032891759744864,780.7588790205202,467.5469440001323,LOW,10
STARLINK-38217,HULIANWANG DIGUI-184,100170,100209,8793.393842592288,4.17014707119471,2105.634651864996,470.33834844153074,LOW,10
STARLINK-38165,STARLINK-38266,100191,100255,3313.775803075217,14.537640012361203,225.63042428817323,470.99020709350805,LOW,10
STARLINK-38127,STARLINK-38227,100155,100193,4165.651732153828,14.440893556413426,286.6100205432732,471.29759124458786,LOW,10
STARLINK-38136,STARLINK-38130,100166,100187,7999.169719255621,12.145677736645677,657.4578242583377,471.34436223410074,LOW,10
STARLINK-38226,GLOBALSTAR 2-R OBJECT A,100217,100325,707.0545887398362,8.603894181412207,61.11600031123831,472.6765424569784,LOW,10
STARLINK-38232,STARLINK-37947,100260,100261,474.9291229604215,0.5445343924625929,0.9349130389955741,474.92885010386715,LOW,10
STARLINK-38164,STARLINK-38163,100224,100250,481.08072533989707,1.080969017029523,0.0,481.08072533989707,LOW,10
STARLINK-38075,STARLINK-37375,100227,100228,481.27807143770633,0.5532008734998267,1.4390286864855717,481.27741305434853,LOW,10
STARLINK-38227,STARLINK-38154,100193,100258,821.7773312765428,15.0007343280171,44.35565729104504,482.29053899869405,LOW,10
STARLINK-38174,STARLINK-38218,100104,100195,11634.920037251657,7.422568109313838,1566.1566748194036,482.65678984165345,LOW,10
STARLINK-37712,STARLINK-38179,100109,100150,485.96088207519796,1.9648291054067537,0.0,485.96088207519796,LOW,10
2026-168J,SPACEMOBILE-013,100137,100240,5755.0027109127595,4.7360984192524676,1210.7451477924794,488.7870133408152,LOW,10
STARLINK-38212,STARLINK-38129,100267,100268,488.9325778516399,0.5600119195624965,0.0,488.9325778516399,LOW,10
STARLINK-38075,STARLINK-38191,100227,100246,490.50670887944665,0.8886072214068567,0.0,490.50670887944665,LOW,10
STARLINK-38132,STARLINK-37721,100154,100220,490.66930027780063,2.4014898614725926,0.0,490.66930027780063,LOW,10
STARLINK-38151,STARLINK-38238,100168,100223,680.0421572802793,2.32547789206637,202.41682245511288,490.7992750380785,LOW,10
2026-168D,2026-168F,100132,100134,491.03042841898974,0.537989410512573,1.051555090764632,491.03010252732105,LOW,10
STARLINK-38157,STARLINK-38263,100263,100264,492.2107490228512,0.5637215712339819,0.0,492.2107490228512,LOW,10
STARLINK-38223,STARLINK-38243,100190,100253,4441.037082082174,14.140877792595537,312.1078482141719,493.9777456481114,LOW,10
STARLINK-38259,STARLINK-38167,100252,100257,494.1268300334175,0.5681129252896142,0.14400361494689243,494.12682326093795,LOW,10
STARLINK-38154,STARLINK-38187,100258,100259,495.02562793078647,0.5687643985228934,2.5130061838062394,495.02356447508885,LOW,10
2026-170C,STARLINK-38132,100145,100154,495.66716924579885,3.3811670428371605,0.0,495.66716924579885,LOW,10
STARLINK-38192,STARLINK-38165,100158,100191,6595.855925423363,13.198516105925279,498.3287043819292,495.7449304178983,LOW,10
STARLINK-38242,STARLINK-38212,100266,100267,496.05152848253647,0.5694598085276039,2.186182496371735,496.04996626007716,LOW,10
STARLINK-37740,STARLINK-38167,100102,100257,2310.882310226,2.0652410186492864,1092.7918381757227,496.66523619855957,LOW,10
STARLINK-38243,STARLINK-38167,100253,100257,497.1338055072055,0.5703822278995635,2.322633347062884,497.13204032003034,LOW,10
STARLINK-38062,STARLINK-38280,100117,100265,497.1532877931928,3.3621163535181977,0.0,497.1532877931928,LOW,10
STARLINK-38263,STARLINK-38280,100264,100265,498.60699965604664,0.5725232397912975,0.0,498.60699965604664,LOW,10
STARLINK-37947,STARLINK-38279,100261,100262,501.9704484639107,0.5754014983822915,0.23080767333837388,501.9704308954252,LOW,10
STARLINK-38243,STARLINK-38252,100253,100254,502.2942682389412,0.5764391686558479,1.5398960906345545,502.2934839033544,LOW,10
STARLINK-38187,STARLINK-38232,100259,100260,504.2726960006311,0.578350859418659,2.53421460541575,504.2705660231232,LOW,10
STARLINK-38246,STARLINK-38221,100247,100248,504.8623940524938,0.5793529056217785,0.0,504.8623940524938,LOW,10
STARLINK-38280,STARLINK-38242,100265,100266,508.141653837021,0.5814701688094538,0.0,508.141653837021,LOW,10
STARLINK-38144,STARLINK-38154,100256,100258,508.26874603946493,0.5823510625130359,1.0541525729501875,508.26837531312117,LOW,10
STARLINK-38188,STARLINK-38177,100233,100234,510.63494157887123,0.588743774289541,3.6860634076120142,510.63033010560974,LOW,10
STARLINK-38279,STARLINK-38157,100262,100263,513.4064347082775,0.5881334034899345,2.520425329513709,513.4042947319693,LOW,10
STARLINK-38101,STARLINK-38095,100110,100179,2841.5980616690867,14.938069646733384,187.04078085323277,517.7701220577458,LOW,10
STARLINK-38221,STARLINK-38233,100248,100249,519.3189482465119,0.5980328657172209,0.26331595543624275,519.3189243716812,LOW,10
HULIANWANG DIGUI-186,STARLINK-38263,100211,100264,6082.799785348348,7.0008988373456065,865.6817533129738,519.7906470114486,LOW,10
2026-170B,STARLINK-37721,100144,100220,533.9440068766488,5.619773000629982,20.840880705132722,520.9403703487465,LOW,10
STARLINK-38141,STARLINK-38189,100188,100213,6882.428828942244,12.546608700585395,546.9679928803641,522.1481667081375,LOW,10
STARLINK-38200,STARLINK-38188,100232,100233,525.2654962403298,0.603695293957949,0.0,525.2654962403298,LOW,10
STARLINK-38120,STARLINK-38151,100120,100168,791.6226070809582,2.009097686673389,294.26571115425037,526.4397317449121,LOW,10
STARLINK-38228,STARLINK-38144,100192,100256,1902.2508783566561,14.874842072885336,122.8887541352938,526.4544038626624,LOW,10
STARLINK-38113,STARLINK-38137,100112,100198,10603.401842988556,9.246807229651363,1145.26006256526,532.9646007004035,LOW,10
STARLINK-38182,STARLINK-38225,100148,100194,10574.32859102483,9.19711814885572,1148.2777840812644,533.8046972524273,LOW,10
STARLINK-38142,STARLINK-37207,100183,100184,539.3501562655792,0.6191985038452527,1.825981783250479,539.3489711728048,LOW,10
STARLINK-38222,STARLINK-38185,100101,100202,3200.7334299690356,14.832495217742675,212.6667681335264,542.76029826373,LOW,10
STARLINK-38192,STARLINK-38137,100158,100198,956.6876952083815,15.190841041958283,51.81651551181264,543.7532110030265,LOW,10
STARLINK-37832,STARLINK-38200,100231,100232,544.0374090616751,0.6257512088374373,0.2739317171626451,544.0373820576013,LOW,10
STARLINK-38113,2026-170C,100112,100145,545.6093352856344,1.4649438542866053,0.0,545.6093352856344,LOW,10
STARLINK-38062,STARLINK-38130,100117,100187,12938.593435498133,3.6575157347825766,3534.377924955084,546.5918438711344,LOW,10
STARLINK-38129,STARLINK-38255,100268,100269,548.2872420074847,0.6302769041337634,0.0,548.2872420074847,LOW,10
STARLINK-37375,STARLINK-38246,100228,100247,549.7209411687514,0.8560973434504306,0.0,549.7209411687514,LOW,10
STARLINK-38198,STARLINK-38224,100160,100197,2345.34541417191,14.996195499402384,151.8530082149676,561.1827085410374,LOW,10
STARLINK-38196,STARLINK-38144,100200,100256,2056.0273102135907,14.842292229335516,133.2296712252112,563.0312667216705,LOW,10
STARLINK-38096,STARLINK-38079,100119,100165,609.5531891946721,2.131946785948277,105.91489758171332,566.1865647336073,LOW,10
STARLINK-37991,STARLINK-38226,100124,100217,2975.3733993144224,2.7008621550801974,1081.4364810293152,567.1955198983718,LOW,10
STARLINK-38126,STARLINK-38163,100235,100250,567.3094843968935,1.1297988263644372,0.0,567.3094843968935,LOW,10
STARLINK-37864,STARLINK-38104,100107,100185,5038.088630517385,14.145590122060169,353.8796726308093,569.1528485858748,LOW,10
STARLINK-38218,STARLINK-38259,100195,100252,1926.1866908511818,14.883310860427482,123.48987361694014,576.3492213626729,LOW,10
STARLINK-38172,STARLINK-38263,100214,100264,577.4536246178366,1.2149147059062257,4.5485894378404605,577.4271817903607,LOW,10
STARLINK-38081,STARLINK-38218,100153,100195,577.4701380932107,15.202608381868298,0.0,577.4701380932107,LOW,10
STARLINK-38218,STARLINK-38144,100195,100256,582.2588207731163,14.999253147373286,0.0,582.2588207731163,LOW,10
STARLINK-38121,STARLINK-38191,100156,100246,583.089004637333,1.1337495882495539,0.0,583.089004637333,LOW,10
STARLINK-38072,STARLINK-38279,100113,100262,773.0281329363191,3.334585204981798,151.08379721654563,586.3072963520963,LOW,10
STARLINK-38098,STARLINK-38130,100164,100187,2690.3567056322913,14.919088841287296,175.97203256983832,587.8746056617957,LOW,10
STARLINK-38243,STARLINK-38266,100253,100255,589.2340502196506,0.6757640584405954,13.337153858416121,589.1651177125572,LOW,10
STARLINK-38227,STARLINK-38187,100193,100259,617.1434104036643,15.02262193969438,12.183531482829695,589.3780834191224,LOW,10
2026-168E,2026-168F,100133,100134,591.3381155369113,0.6483978875976653,0.0,591.3381155369113,LOW,10
